anon_id,gender,birth_year,native_language,language_used_at_home,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,course_history,yrs_of_english_learning,yrs_in_english_environment,age
ek2,Female,1976,Chinese,Chinese,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation,,,no,,,,no,,3;9;15;21;27,3-5 years,3-5 years,29
fz6,Male,1974,Other,Farsi,Farsi,more than 5 years,no,other,,,no,,,,no,,29,less than 1 year,none,31
al6,Female,1979,Spanish,Spanish,English,less than 1 year,yes,Had a native-speaker teacher;Listened to audio materials (tapes/CDs);other,,,no,,,,no,,5;11;17;23;29,less than 1 year,less than 1 year,26
bj3,Male,1984,Turkish,Turkish,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,Arabic,1-2 years,yes,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,10;16;22,more than 5 years,less than 1 year,22
dl5,Male,1973,Arabic,Arabic;English,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,31;32;33;34;35;46;59;68;78;92;105;117;129;153,less than 1 year,less than 1 year,32
bn9,Female,1983,Korean,Korean,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,,,no,,33;46;59;68;79;92,less than 1 year,none,22
gh4,Male,1974,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,31;32;33;34;35;46;57;68;79;90;105;117;130;154,1-2 years,less than 1 year,32
eq0,Male,1981,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced reading aloud,,,no,,,,no,,1;7;13;19;25;42;53;64;75;86;101;113;125;149;165;176;187;209,more than 5 years,less than 1 year,25
ep7,Male,1972,Turkish,Turkish,English,3-5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,no,,,,no,,1;7;13;19;25,3-5 years,less than 1 year,33
av5,Male,1978,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,5;11;24;29;38;49;60;93,more than 5 years,less than 1 year,27
ex5,Female,1963,Other,Croatian,German,more than 5 years,yes,Had a native-speaker teacher,Italian,1-2 years,yes,Had a native-speaker teacher;Studied vocabulary,,,no,,10;30,more than 5 years,more than 5 years,43
fc4,Female,1973,Spanish,Spanish,English,3-5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,no,,,,no,,10;28;60;71;93,3-5 years,less than 1 year,32
gj9,Female,1980,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Wrote paragrphs/essays,,,no,,,,no,,9;24;30,more than 5 years,1-2 years,26
go1,Male,1967,Chinese,Chinese,English,more than 5 years,yes,Teacher spoke to me in English,,,no,,,,no,,9,more than 5 years,more than 5 years,39
fg1,Female,1965,Other,Greek,French,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other,English,3-5 years,no,Studied by myself;I lived in a country where they spoke English;other,,,no,,11,3-5 years,less than 1 year,41
gm2,Female,1971,Turkish,Turkish,English,none,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,43;65;87,less than 1 year,less than 1 year,35
gp2,Male,1980,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Practiced reading aloud,,,no,,,,no,,43;54;65;76;87;104;116;126;152;220;231;242;253;264,3-5 years,1-2 years,26
ab3,Female,1989,Spanish,Spanish,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,43;54;65;76;87;115;127;151,3-5 years,less than 1 year,16
fl7,Female,1962,Chinese,Chinese;English,English,more than 5 years,yes,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,no,,,,no,,43;65;76;102;114;126;150,more than 5 years,less than 1 year,44
ey1,Female,1963,Korean,Korean,English,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays,,,no,,,,no,,47;58;65;76;91,1-2 years,1-2 years,42
gl0,Female,1973,Chinese,Chinese,English,1-2 years,no,I lived in a country where they spoke English,,,no,,,,no,,65;124;158;249,1-2 years,none,33
gl5,Male,1972,Korean,Korean;French,English,3-5 years,yes,Studied grammar,French,1-2 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,65;74;87;127;151,3-5 years,less than 1 year,33
gm8,Male,1980,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English,,,no,,,,no,,45;59;67;78;92;106;118;130;153,more than 5 years,none,25
ev1,Male,1978,Korean,Korean,English,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,1-2 years,no,other,Japanese,less than 1 year,no,Studied by myself;other,47;59;67;78;92,less than 1 year,less than 1 year,27
cg6,Male,1971,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Turkish,less than 1 year,yes,Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Turkish,,,no,,45;56;67;89;105;117;129;153;231,more than 5 years,3-5 years,35
ba7,Male,1968,Chinese,Chinese,,,,,,,,,,,,,45;56;67;78,more than 5 years,1-2 years,37
eg5,Female,1988,Korean,Korean,English,1-2 years,no,Studied by myself,,,no,,,,no,,45;56;67;78;89;103;115;129;153;175;208,less than 1 year,none,18
bq5,Female,1982,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,45;56;67;78;89,more than 5 years,more than 5 years,23
dm1,Male,1969,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Wrote paragrphs/essays,,,no,,,,no,,49;60;67;78;93,more than 5 years,less than 1 year,36
fj4,Female,1978,Chinese,Chinese,English,more than 5 years,no,Studied by myself;other,,,no,,,,no,,42;64;75;86;101;110;125;152;227;248;264,more than 5 years,1-2 years,27
fq0,Male,1977,Arabic,Arabic;English,English,less than 1 year,yes,Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,42;53;64;75;86;103;115;127;151,3-5 years,none,29
bz9,Male,1983,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,43;54;64;76;87;104;116;125;152;165;176;187;209,1-2 years,less than 1 year,23
fg9,Male,1980,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,42;53;64;75;86;104;116;126;152;165;176;187;209;220;231;264,3-5 years,3-5 years,26
at3,Female,1982,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,53;64;75;86;104;116;126;152,more than 5 years,none,25
gl6,Male,1984,Arabic,Arabic;English,English,3-5 years,yes,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,42;57;64;75;87;104;116;127;152;165;176;187;209,3-5 years,1-2 years,22
bb6,Male,1985,Other,French;Serakole,French,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,English,3-5 years,yes,Studied grammar;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes,,,no,,42;53;64;75;87;104;116;125;152,1-2 years,none,21
fv8,Female,1981,Arabic,Arabic,Italian,1-2 years,yes,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Italian;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,no,,,,no,,49;61;72;82;94;106;118,more than 5 years,3-5 years,24
bu7,Female,1975,Other,Acehnese,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Wrote paragrphs/essays,Arabic,less than 1 year,no,Studied by myself;I learned from my friend who is a native speaker,,,no,,59;72;92,more than 5 years,less than 1 year,31
cz0,Male,1969,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced reading aloud,German,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Studied pronunciation,Japanese,less than 1 year,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,49;61;72;82;94,more than 5 years,none,37
au4,Female,1970,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,Japanese,less than 1 year,no,Studied by myself,,,no,,49;61;72;82;94,more than 5 years,none,35
dl4,Male,1977,Korean,Korean,English,more than 5 years,yes,Studied grammar;Had a native-speaker teacher;Studied vocabulary,Japanese,1-2 years,no,Studied by myself,,,no,,41;53;63;74;86,more than 5 years,less than 1 year,29
fz9,Female,1973,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,no,,,,no,,41;52;63;74;85;99;111;124;147,more than 5 years,less than 1 year,33
gm7,Female,1972,Arabic,Arabic;English,English,less than 1 year,yes,Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,52;63;74;96;110;122;147,1-2 years,less than 1 year,34
dg5,Male,1983,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,42;53;63;86;103;115;123;151;212;223;234;245;256;274;285;296;318,3-5 years,less than 1 year,24
cb8,Male,1987,Arabic,Arabic,English,more than 5 years,yes,Studied grammar,,,no,,,,no,,41;52;63;74;85;96;108;120;144;158;169;180;202;215;226;237;248;259;272;283;294;320,3-5 years,none,19
ej7,Female,1985,Korean,Korean,English,3-5 years,yes,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,no,,,,no,,63;74,more than 5 years,less than 1 year,20
bt1,Female,1983,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes,,,no,,,,no,,42;53;63;74;86;101;113;122;149;160;171;182;204;238;259,more than 5 years,none,22
er7,Male,1983,Arabic,Arabic,English,1-2 years,no,Studied by myself;I learned from my friend who is a native speaker,,,no,,,,no,,41;63;74;85,1-2 years,1-2 years,23
bd3,Male,1979,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,no,,,,no,,41;52;63;74;85;98;110;124;146;162;173;184;206,more than 5 years,none,26
bi6,Male,1986,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,no,,,,no,,41;52;63;74;85;99;111;123;147;161;172;183;205;219;230;241;252;263,more than 5 years,less than 1 year,19
gb9,Female,1987,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,1-2 years,yes,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,,,no,,41;52;63;74;85;98;110;122;146,more than 5 years,less than 1 year,19
bx1,Male,1982,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes,,,no,,,,no,,63;74;85,3-5 years,less than 1 year,25
az9,Male,1981,Arabic,Arabic;English,English,more than 5 years,yes,Studied grammar;Studied vocabulary,,,no,,,,no,,41;52;63;74;85;99;111;124;147,more than 5 years,1-2 years,25
fm1,Male,1987,Arabic,Arabic,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes,,,no,,,,no,,41;52;63;74;85;96;108;120;144;157;168;179;201,more than 5 years,less than 1 year,19
cb9,Male,1987,Arabic,Arabic,English,1-2 years,yes,Studied grammar;Worked in pairs/groups;Studied vocabulary,,,no,,,,no,,41;52;63;74;85;96;108;122;144;156;169;182;201,more than 5 years,less than 1 year,19
fx3,Male,1972,Korean,Korean,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud,,,no,,,,no,,49;60;71;82;93,more than 5 years,less than 1 year,34
bb8,Male,1957,Chinese,Chinese,,,,,,,,,,,,,60;71,more than 5 years,more than 5 years,47
af5,Female,1982,Portuguese,Portuguese,Spanish,1-2 years,no,Studied by myself;other,French,none,no,Studied by myself;other,,,no,,47;59;69;80;92,3-5 years,none,24
de2,Female,1979,Japanese,Japanese,Chinese,less than 1 year,yes,Studied grammar;Studied vocabulary;Studied pronunciation,Italian,none,no,I learned from my friend who was living in Italy.,,,no,,46;58;69;80;91;106;118;130;154,more than 5 years,more than 5 years,27
dl7,Male,1982,Chinese,Chinese,English,more than 5 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Wrote paragrphs/essays,Japanese,1-2 years,yes,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Wrote paragrphs/essays,,,no,,47;58;69;80;91;105;117;129;153;186,more than 5 years,less than 1 year,24
